,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
838683,230614549,8/30/2023 0:00,8/30/2023 0:00,204,6,Hollywood,622,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 1501,41,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,2800    LA CUESTA                    DR,,34.1215,-118.3574
345838,211307912,3/31/2021 0:00,3/28/2021 0:00,1020,13,Newton,1367,1,330,BURGLARY FROM VEHICLE,1300 0344 0329,44,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,STAUNTON                     AV,46TH                         ST,34.0016,-118.242
528729,221213878,6/15/2022 0:00,6/14/2022 0:00,2200,12,77th Street,1266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,83RD                         ST,FIGUEROA                     ST,33.9642,-118.2827
800514,230508980,5/12/2023 0:00,5/10/2023 0:00,1651,5,Harbor,518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0352 1822,27,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
971731,241509721,4/27/2024 0:00,4/27/2024 0:00,1950,15,N Hollywood,1516,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 2000 0400 0416 0446 1814,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,6600    BECK                         AV,,34.1903,-118.3835
41303,200617407,10/31/2020 0:00,10/30/2020 0:00,1030,6,Hollywood,656,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,440.0,,,,900    VINE                         ST,,34.0871,-118.3266
232719,221704866,1/22/2022 0:00,1/22/2021 0:00,350,17,Devonshire,1723,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,20700    BLACKHAWK                    ST,,34.2583,-118.5842
281549,211607452,5/3/2021 0:00,5/3/2021 0:00,200,16,Foothill,1636,1,310,BURGLARY,1822 0344,43,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,8900    FENWICK                      ST,,34.2611,-118.3269
841683,230106907,2/14/2023 0:00,2/13/2023 0:00,800,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,69,F,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,5TH                          ST,SAN PEDRO,34.0435,-118.2427
123088,201822001,12/12/2020 0:00,12/11/2020 0:00,2030,18,Southeast,1849,1,251,SHOTS FIRED AT INHABITED DWELLING,0450 1822 1100 0329 0856,62,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,,,,2100 E  115TH                        ST,,33.9305,-118.2349
873616,230118063,8/3/2023 0:00,7/21/2023 0:00,1630,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,39,F,O,744.0,HIGH-RISE BUILDING,,,IC,Invest Cont,440.0,,,,700 W  9TH                          ST,,34.0458,-118.2614
83542,200608933,4/9/2020 0:00,4/9/2020 0:00,335,6,Hollywood,636,1,310,BURGLARY,1402 0344 0394 1605,33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,6500    YUCCA                        ST,,34.1039,-118.3311
329881,210305964,2/10/2021 0:00,2/10/2021 0:00,1830,3,Southwest,328,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0334 0445 1814 1310,37,F,H,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,236.0,,,,30TH                         ST,ROYAL,34.0263,-118.2808
219840,210914706,9/30/2021 0:00,9/28/2021 0:00,2000,9,Van Nuys,979,2,624,BATTERY - SIMPLE ASSAULT,0603 0416,29,F,W,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4400    FULTON                       AV,,34.1504,-118.4225
398148,210309224,4/23/2021 0:00,4/23/2021 0:00,945,3,Southwest,394,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2400 W  VERNON                       AV,,34.0072,-118.3201
594185,222004372,1/10/2022 0:00,1/10/2022 0:00,1500,20,Olympic,2004,1,310,BURGLARY,0344 0358 0321 0314 1202 1822,73,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,600 N  HARVARD                      BL,,34.0799,-118.3068
938970,242110659,7/30/2024 0:00,7/26/2024 0:00,1700,21,Topanga,2196,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,21800    YBARRA                       RD,,34.1546,-118.6015
269965,210110631,5/20/2021 0:00,5/19/2021 0:00,2045,1,Central,195,1,330,BURGLARY FROM VEHICLE,0344 1607 1309,48,F,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,330.0,,,,MAIN,WASHINGTON,34.031,-118.2645
214780,211109554,6/13/2021 0:00,6/12/2021 0:00,2325,11,Northeast,1137,2,624,BATTERY - SIMPLE ASSAULT,0554 0416,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 N  AVENUE 51,,34.1078,-118.2024
824186,231409986,5/8/2023 0:00,4/27/2023 0:00,530,14,Pacific,1499,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11300    LA CIENEGA                   BL,,33.9321,-118.3701
688307,231705583,2/6/2023 0:00,2/2/2023 0:00,1000,17,Devonshire,1714,2,354,THEFT OF IDENTITY,1822 0377,41,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,19000    BRASILIA                     DR,,34.2881,-118.5448
33121,200506483,2/28/2020 0:00,2/27/2020 0:00,2315,5,Harbor,551,1,210,ROBBERY,0302 0104 0334 0337 0344 1227 0432,42,M,W,102.0,SIDEWALK,102.0,HAND GUN,JA,Juv Arrest,210.0,,,,400 N  BANDINI                      ST,,33.7443,-118.3088
673774,230123923,11/12/2023 0:00,11/11/2023 0:00,1830,1,Central,162,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,33,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,800 S  GRAND                        AV,,34.0459,-118.2579
638875,221611942,8/31/2022 0:00,8/31/2022 0:00,806,16,Foothill,1698,2,625,OTHER ASSAULT,1501,50,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,625.0,,,,7500    WHEATLAND                    AV,,34.2069,-118.3619
665525,230705841,2/10/2023 0:00,2/10/2023 0:00,2005,7,Wilshire,737,1,310,BURGLARY,0321 0344 0326 1300,33,M,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,300 S  SYCAMORE                     AV,,34.0689,-118.3429
659619,230305200,1/25/2023 0:00,1/17/2023 0:00,1200,3,Southwest,358,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1251,21,F,B,101.0,STREET,,,IC,Invest Cont,341.0,,,,600 W  35TH                         ST,,34.023,-118.2869
582146,220124720,11/19/2022 0:00,11/19/2022 0:00,1030,1,Central,159,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822 1218,64,M,B,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,6TH                          ST,E  ALAMEDA,34.0382,-118.2384
429853,220709699,5/27/2022 0:00,5/20/2022 0:00,1700,7,Wilshire,765,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1300 S  MANSFIELD                    AV,,34.0503,-118.3448
212488,210608239,4/11/2021 0:00,4/11/2021 0:00,1330,6,Hollywood,646,2,901,VIOLATION OF RESTRAINING ORDER,0603 0913 2038 2021,38,M,W,146.0,PATIO*,,,IC,Invest Cont,901.0,,,,6600    DE LONGPRE                   AV,,34.0962,-118.3332
438558,220713265,8/24/2022 0:00,8/23/2022 0:00,1700,7,Wilshire,765,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,27,F,O,102.0,SIDEWALK,,,IC,Invest Cont,331.0,,,,1200 S  LONGWOOD                     AV,,34.0532,-118.3402
184915,201415777,8/19/2020 0:00,8/19/2020 0:00,1915,14,Pacific,1465,2,888,TRESPASSING,2004,66,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,11800    PORT                         RD,,33.9886,-118.4073
669546,230905561,2/11/2023 0:00,2/10/2023 0:00,600,9,Van Nuys,915,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,7100    HAZELTINE                    AV,,34.1976,-118.4443
749635,230816570,11/6/2023 0:00,11/6/2023 0:00,1710,8,West LA,805,2,900,VIOLATION OF COURT ORDER,2038 1300,61,M,W,101.0,STREET,,,AA,Adult Arrest,900.0,,,,15400    BROWNWOOD                    PL,,34.1246,-118.466
849639,230915276,10/15/2023 0:00,10/15/2023 0:00,1245,9,Van Nuys,964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,28,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
686740,230222632,12/13/2023 0:00,12/13/2023 0:00,1120,2,Rampart,247,2,624,BATTERY - SIMPLE ASSAULT,0334 0416 0445 0913 1810 1251,41,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2695
292093,210404091,1/3/2021 0:00,1/3/2021 0:00,200,4,Hollenbeck,445,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30,F,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,1000 N  CUMMINGS                     ST,,34.0552,-118.2081
249621,212114967,10/9/2021 0:00,10/8/2021 0:00,2300,21,Topanga,2115,2,624,BATTERY - SIMPLE ASSAULT,416,72,M,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,8200    CANOGA                       AV,,34.2176,-118.6017
328692,211713496,10/7/2021 0:00,10/6/2021 0:00,1640,17,Devonshire,1781,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,20500    GRESHAM                      ST,,34.2306,-118.5812
458193,221413350,7/3/2022 0:00,7/3/2022 0:00,1430,14,Pacific,1425,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,31,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,3100    SAWTELLE                     BL,,34.0209,-118.4318
290921,211410436,4/24/2021 0:00,4/24/2021 0:00,1,14,Pacific,1409,1,330,BURGLARY FROM VEHICLE,1300 0344,44,F,A,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,3700 S  CANFIELD                     AV,,34.0265,-118.3946
950890,241711194,7/13/2024 0:00,6/28/2024 0:00,630,17,Devonshire,1781,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8900    MASON                        AV,,34.2318,-118.5797
440222,220604810,1/20/2022 0:00,1/20/2022 0:00,150,6,Hollywood,643,1,210,ROBBERY,1822 1300 0334 0355,34,M,W,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,DETROIT,SUNSET,34.098,-118.3456
112484,200411721,8/13/2020 0:00,8/12/2020 0:00,1700,4,Hollenbeck,462,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 S  BOYLE                        AV,,34.0386,-118.2201
832724,231509700,5/14/2023 0:00,5/13/2023 0:00,2320,15,N Hollywood,1566,1,330,BURGLARY FROM VEHICLE,1822 0344 0329,46,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,4400    ENSIGN                       AV,,34.1504,-118.3712
659621,230910409,6/10/2023 0:00,6/9/2023 0:00,2340,9,Van Nuys,904,1,310,BURGLARY,0358 1202 0352 1601 1414 0321 0344,72,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,14900    WYANDOTTE                    ST,,34.203,-118.4575
591244,221514628,9/6/2022 0:00,9/6/2022 0:00,1,15,N Hollywood,1543,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,42,F,O,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,440.0,,,,5200    WHITSETT                     AV,,34.1649,-118.4052
560564,222112039,7/23/2022 0:00,7/22/2022 0:00,1145,21,Topanga,2155,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,26,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,6200    TOPANGA CANYON               BL,,34.1829,-118.6059
417150,221407075,3/6/2022 0:00,3/6/2022 0:00,1415,14,Pacific,1431,1,210,ROBBERY,0344 0400 1218 1822,75,M,W,117.0,BEACH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1300    OCEAN FRONT                  WK,,33.9885,-118.4751
131553,201900657,3/7/2020 0:00,3/7/2020 0:00,320,19,Mission,1993,2,888,TRESPASSING,1402,27,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888.0,998.0,,,15200    BLYTHE                       ST,,34.2165,-118.4636
767376,231013984,8/25/2023 0:00,8/25/2023 0:00,1530,10,West Valley,1037,2,880,DISRUPT SCHOOL,0913 0359 0319 1251 1258,12,F,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,880.0,,,,17100    VANOWEN                      ST,,34.1939,-118.5055
878849,241507669,3/16/2024 0:00,3/15/2024 0:00,2345,15,N Hollywood,1599,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814,29,M,O,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,6800    PACIFIC VIEW                 DR,,34.1238,-118.347
632620,220415589,11/21/2022 0:00,11/20/2022 0:00,1500,4,Hollenbeck,437,1,330,BURGLARY FROM VEHICLE,0344 1300 1302,40,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,2400 N  EASTERN                      AV,,34.0689,-118.1878
702413,231204604,1/11/2023 0:00,1/11/2023 0:00,1300,12,77th Street,1239,1,310,BURGLARY,0344 1606,22,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5900 S  FLOWER                       ST,,33.9866,-118.2816
508121,221017296,12/5/2022 0:00,11/19/2022 0:00,1500,10,West Valley,1028,2,763,STALKING,0913 1817 0347,30,M,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,763.0,,,,16800    BALBOA                       LN,,34.1964,-118.5006
147077,201417835,9/25/2020 0:00,9/24/2020 0:00,1800,14,Pacific,1406,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0400 0913 1814,30,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10600    VENICE                       BL,,34.019,-118.4063
438980,221501185,12/4/2022 0:00,12/2/2022 0:00,2030,15,N Hollywood,1511,1,310,BURGLARY,1218 1607 0334 0344 1822 1402,47,M,W,256.0,,102.0,HAND GUN,IC,Invest Cont,310.0,998.0,,,7200    FULTON                       AV,,34.2012,-118.4225
187561,201810982,5/11/2020 0:00,1/1/2020 0:00,1,18,Southeast,1822,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0533 0913 1259 1276 1402,17,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,810.0,998.0,,,400 W  CENTURY                      BL,,33.9456,-118.2808
871459,231115188,10/30/2023 0:00,10/28/2023 0:00,2330,11,Northeast,1124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3100 W  AVENUE 32,,34.1167,-118.2432
704528,230108820,3/16/2023 0:00,3/16/2023 0:00,2155,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0344,23,F,H,235.0,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,440.0,,,,1200 S  FLOWER                       ST,,34.0415,-118.2655
354096,221104047,1/2/2022 0:00,12/30/2021 0:00,900,11,Northeast,1119,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,56,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,4800    TOWNSEND                     AV,,34.133,-118.2018
207721,210409452,6/8/2021 0:00,6/8/2021 0:00,1840,4,Hollenbeck,459,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,39,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,3200 E  CESAR E CHAVEZ               AV,,34.045,-118.1956
911781,241810190,5/20/2024 0:00,5/19/2024 0:00,2330,18,Southeast,1891,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300 1609,49,M,K,101.0,STREET,,,IC,Invest Cont,420.0,,,,W  167TH                        ST,S  MENLO                        AV,33.8799,-118.2891
371740,210811204,7/3/2021 0:00,7/3/2021 0:00,1700,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0378 0325 0344,0,X,X,406.0,OTHER STORE,,,AA,Adult Arrest,442.0,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
243330,211220844,10/3/2021 0:00,10/3/2021 0:00,125,12,77th Street,1269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 0416 0417 1817,44,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,85TH                         ST,TOWNE                        AV,33.961,-118.2673
303450,211422906,12/14/2021 0:00,12/11/2021 0:00,1200,14,Pacific,1496,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0451 0448,26,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
35863,200313798,7/6/2020 0:00,7/5/2020 0:00,100,3,Southwest,392,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 0385 1300 1822,59,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,2600 W  52ND                         ST,,33.9993,-118.3244
5087,200711591,7/14/2020 0:00,7/13/2020 0:00,225,7,Wilshire,762,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,1500    HI POINT                     ST,,34.048,-118.3697
86233,200311730,5/22/2020 0:00,5/22/2020 0:00,1400,3,Southwest,355,2,624,BATTERY - SIMPLE ASSAULT,1822 0417 1202 1236,66,M,A,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 W  JEFFERSON                    BL,,34.0256,-118.3089
534085,220815834,10/7/2022 0:00,10/4/2022 0:00,1400,8,West LA,887,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,37,M,F,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,9500    KIRKSIDE                     RD,,34.0485,-118.3986
53398,200105070,1/15/2020 0:00,1/15/2020 0:00,1040,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,1822 0910 1414 0416,21,M,B,834.0,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
832955,230713568,8/21/2023 0:00,8/20/2023 0:00,2300,7,Wilshire,743,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 S  CURSON                       AV,,34.0607,-118.3557
140929,201419030,10/19/2020 0:00,10/19/2020 0:00,100,14,Pacific,1483,1,330,BURGLARY FROM VEHICLE,1300 0344 1609,39,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,9400    LA TIJERA                    BL,,33.9556,-118.4177
923804,240709539,6/16/2024 0:00,6/12/2024 0:00,1805,7,Wilshire,724,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,23,X,X,415.0,THE GROVE,,,IC,Invest Cont,343.0,,,,100    THE GROVE                    DR,,34.0736,-118.3563
904408,240807653,3/23/2024 0:00,3/22/2024 0:00,2200,8,West LA,899,1,330,BURGLARY FROM VEHICLE,1822 1307 0344,41,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,8800    VENICE                       BL,,34.0311,-118.3851
634587,220120439,9/13/2022 0:00,9/13/2022 0:00,2200,1,Central,132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0401 1813,36,F,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,,,,200 S  FIGUEROA                     ST,,34.0566,-118.2531
958375,240307700,3/11/2024 0:00,3/11/2024 0:00,1150,3,Southwest,395,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913 1823,45,M,B,505.0,MOTEL,,,IC,Invest Cont,341.0,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
466000,221514161,8/28/2022 0:00,8/28/2022 0:00,1530,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,0561 1202 0602 0400 0416 0446 0417,67,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,5200    HARMONY                      AV,,34.1649,-118.3665
340771,211219595,9/13/2021 0:00,9/13/2021 0:00,2040,12,77th Street,1213,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0913 0411 1817 2004,35,F,B,104.0,DRIVEWAY,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,1800 W  54TH                         ST,,33.9933,-118.3094
280917,210611810,6/26/2021 0:00,6/22/2021 0:00,1200,6,Hollywood,663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394,25,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1200 N  MCCADDEN                     PL,,34.0926,-118.3375
246221,210412801,9/13/2021 0:00,8/7/2021 0:00,1812,4,Hollenbeck,488,2,354,THEFT OF IDENTITY,344,46,M,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,3400    OPAL                         ST,,34.0213,-118.2019
837351,231312477,6/18/2023 0:00,6/16/2023 0:00,1740,13,Newton,1313,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,30,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,400 E  PICO                         BL,,34.0346,-118.2573
8451,200714710,10/9/2020 0:00,10/4/2020 0:00,1300,7,Wilshire,726,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5700 W  2ND                          ST,,34.071,-118.3446
1001819,240105171,1/18/2024 0:00,1/17/2024 0:00,1800,1,Central,192,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,GRAND                        AV,VENICE                       BL,34.0357,-118.2663
788734,230210119,5/4/2023 0:00,5/4/2023 0:00,2310,2,Rampart,251,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0411 1300,28,M,H,102.0,SIDEWALK,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,,,,600 S  RAMPART                      BL,,34.0624,-118.2813
410783,220120858,9/19/2022 0:00,9/17/2022 0:00,2230,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,27,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
353853,211320600,12/20/2021 0:00,12/20/2021 0:00,100,13,Newton,1393,1,220,ATTEMPTED ROBBERY,0315 0366 1822 1309 0355 0216,0,X,X,203.0,OTHER BUSINESS,113.0,SIMULATED GUN,IC,Invest Cont,220.0,,,,100 W  FLORENCE                     AV,,33.9786,-118.2761
389931,211513939,8/31/2021 0:00,8/30/2021 0:00,1930,15,N Hollywood,1523,1,330,BURGLARY FROM VEHICLE,1300,71,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,6500    CHARLESWORTH                 AV,,34.1888,-118.41
56870,200618357,11/22/2020 0:00,11/22/2020 0:00,2210,6,Hollywood,645,1,761,BRANDISH WEAPON,2000 0334 1814,32,M,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,1700 N  SYCAMORE                     AV,,34.1015,-118.3434
754167,231821213,12/24/2023 0:00,12/24/2023 0:00,2000,18,Southeast,1827,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,35,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,9800    WILMINGTON                   AV,,33.9474,-118.239
197674,201510832,5/30/2020 0:00,5/20/2020 0:00,1008,15,N Hollywood,1506,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,44,F,W,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,SHERMAN                      WY,TUJUNGA,34.2012,-118.379
861677,230916332,11/14/2023 0:00,11/13/2023 0:00,2040,9,Van Nuys,964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
